year,st,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,estabs_lag,estabs_denom,in_pdit,entry_rate,exit_rate,jrr,on,exposure,adopt,k,post_absorb,post_on,hi,post_absorb_x,post_absorb_hi,post_on_x,post_on_hi
2013,13,51,1969.0,3764.0,125364.0,120060.0,460.0,12.182,484.0,12.818,25361.0,7243.0,18118.0,6.033,21.124,14787.0,4944.0,9843.0,4.118,12.316,10574.0,8.807,24.633,152.0,160.0,1011.0,3821.0,3792.5,True,12.129202373104812,12.762030323005932,33.43994669332,1.0,0.7251649868153344,1998.0,15.0,1.0,1.0,1.0,0.7251649868153344,1.0,0.7251649868153344,1.0
2014,13,51,2014.0,3854.0,119466.0,122152.0,562.0,14.727,486.0,12.736,16774.0,4853.0,11921.0,3.973,13.732,21855.0,7782.0,14073.0,6.371,17.892,-5081.0,-4.16,27.464,143.0,143.0,826.0,3764.0,3809.0,True,14.754528747702809,12.759254397479653,31.623714716091428,1.0,0.7251649868153344,1998.0,16.0,1.0,1.0,1.0,0.7251649868153344,1.0,0.7251649868153344,1.0
2015,13,51,2071.0,3865.0,122562.0,121045.0,422.0,10.902,434.0,11.212,19502.0,4903.0,14599.0,4.051,16.111,16679.0,7143.0,9536.0,5.901,13.779,2823.0,2.332,27.558,169.0,170.0,1313.0,3854.0,3859.5,True,10.934058815908797,11.244979919678714,29.89053657730596,1.0,0.7251649868153344,1998.0,17.0,1.0,1.0,1.0,0.7251649868153344,1.0,0.7251649868153344,1.0
1990,13,52,5064.0,8559.0,128177.0,128634.0,1089.0,12.893,864.0,10.229,20723.0,6792.0,13931.0,5.28,16.11,21766.0,6714.0,15052.0,5.219,16.921,-1043.0,-0.811,32.22,433.0,433.0,2133.0,8332.0,8445.5,True,12.894440826475636,10.23030015984844,33.030924949857734,0.0,0.011523080853604288,1998.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,13,52,5097.0,9170.0,132047.0,130786.0,1510.0,17.027,907.0,10.227,28302.0,14497.0,13805.0,11.085,21.64,25952.0,8597.0,17355.0,6.573,19.843,2350.0,1.797,39.686,454.0,468.0,2827.0,8559.0,8864.5,True,17.03423768966101,10.231823565908963,41.48303335219366,0.0,0.011523080853604288,1998.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,13,52,5143.0,9345.0,132324.0,130937.0,1076.0,11.643,870.0,9.414,26717.0,8346.0,18371.0,6.374,20.404,23787.0,8164.0,15623.0,6.235,18.167,2930.0,2.238,36.334,385.0,386.0,1863.0,9170.0,9257.5,True,11.623008371590602,9.39778557926006,38.57122127435331,0.0,0.011523080853604288,1998.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,13,52,5379.0,9471.0,134225.0,133224.0,1132.0,12.017,1030.0,10.934,27128.0,10408.0,16720.0,7.812,20.363,25243.0,10769.0,14474.0,8.083,18.948,1885.0,1.415,37.896,374.0,389.0,2114.0,9345.0,9408.0,True,12.032312925170068,10.948129251700681,39.31048459736984,0.0,0.011523080853604288,1998.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,13,52,5475.0,9713.0,131205.0,131420.0,1208.0,12.619,928.0,9.694,20442.0,6373.0,14069.0,4.849,15.555,20542.0,8536.0,12006.0,6.495,15.631,-100.0,-0.076,31.11,453.0,473.0,2513.0,9471.0,9592.0,True,12.593828190158465,9.674728940783988,31.185512098615124,0.0,0.011523080853604288,1998.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,13,52,5593.0,10108.0,134078.0,133457.0,1195.0,12.051,812.0,8.188,19378.0,7609.0,11769.0,5.701,14.52,18087.0,5871.0,12216.0,4.399,13.553,1291.0,0.967,27.105,418.0,431.0,2908.0,9713.0,9910.5,True,12.057918369406186,8.193330306240856,28.072712559101433,0.0,0.011523080853604288,1998.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,13,52,5729.0,10387.0,141990.0,137663.0,1245.0,12.161,947.0,9.25,27981.0,12421.0,15560.0,9.023,20.326,19660.0,7179.0,12481.0,5.215,14.281,8321.0,6.044,28.563,437.0,454.0,2296.0,10108.0,10247.5,True,12.149304708465479,9.24127836057575,34.60697500417687,0.0,0.011523080853604288,1998.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,13,52,6015.0,10761.0,144414.0,143754.0,1303.0,12.283,998.0,9.408,25794.0,11572.0,14222.0,8.05,17.943,24626.0,12435.0,12191.0,8.65,17.131,1168.0,0.813,34.261,417.0,422.0,2109.0,10387.0,10574.0,True,12.322678267448458,9.438244751276716,35.07380664190214,0.0,0.011523080853604288,1998.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,13,52,6219.0,11602.0,151904.0,148989.0,1818.0,16.251,988.0,8.832,31001.0,11306.0,19695.0,7.588,20.808,25409.0,8721.0,16688.0,5.853,17.054,5592.0,3.753,34.109,400.0,415.0,2308.0,10761.0,11181.5,True,16.258999239815765,8.836023789294817,37.861855573230244,1.0,0.011523080853604288,1998.0,0.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
1999,13,52,6313.0,11340.0,155047.0,153033.0,1447.0,12.609,1718.0,14.971,31069.0,9113.0,21956.0,5.955,20.302,27136.0,13304.0,13832.0,8.694,17.732,3933.0,2.57,35.464,524.0,556.0,2955.0,11602.0,11471.0,True,12.61441896957545,14.97689826519048,38.03428018793332,1.0,0.011523080853604288,1998.0,1.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2000,13,52,6353.0,11527.0,161218.0,158324.0,1513.0,13.225,1340.0,11.713,32637.0,10526.0,22111.0,6.648,20.614,26973.0,10214.0,16759.0,6.451,17.037,5664.0,3.577,34.073,527.0,549.0,3171.0,11340.0,11433.5,True,13.233043250098394,11.719945773385227,37.650640458805995,1.0,0.011523080853604288,1998.0,2.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2001,13,52,6516.0,11638.0,169547.0,166003.0,1673.0,14.399,1634.0,14.064,41719.0,18232.0,23487.0,10.983,25.132,33994.0,16497.0,17497.0,9.938,20.478,7725.0,4.654,40.956,533.0,609.0,3954.0,11527.0,11582.5,True,14.44420461903734,14.107489747463847,45.6094166972886,1.0,0.011523080853604288,1998.0,3.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2002,13,52,6605.0,12152.0,176315.0,172883.0,1670.0,14.019,1190.0,9.99,34634.0,16854.0,17780.0,9.749,20.033,27548.0,11052.0,16496.0,6.393,15.934,7086.0,4.099,31.869,506.0,539.0,4679.0,11638.0,11895.0,True,14.039512400168139,10.004203446826397,35.967677562282006,1.0,0.011523080853604288,1998.0,4.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2003,13,52,6805.0,12808.0,169528.0,172662.0,1922.0,15.412,1248.0,10.007,31749.0,13693.0,18056.0,7.931,18.388,38936.0,11777.0,27159.0,6.821,22.55,-7187.0,-4.162,36.776,459.0,476.0,1716.0,12152.0,12480.0,True,15.400641025641026,10.0,40.938365129559486,1.0,0.011523080853604288,1998.0,5.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2004,13,52,7023.0,13119.0,169302.0,169259.0,1672.0,12.91,1336.0,10.316,28920.0,11487.0,17433.0,6.787,17.086,29108.0,8930.0,20178.0,5.276,17.197,-188.0,-0.111,34.173,500.0,516.0,2183.0,12808.0,12963.5,True,12.897751378871448,10.305858757280054,34.28355360719371,1.0,0.011523080853604288,1998.0,6.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2005,13,52,7171.0,13555.0,167663.0,168605.0,1905.0,14.283,1471.0,11.029,28821.0,12681.0,16140.0,7.521,17.094,30880.0,13327.0,17553.0,7.904,18.315,-2059.0,-1.221,34.188,560.0,577.0,2626.0,13119.0,13337.0,True,14.283572017695134,11.029466896603433,35.408795705939916,1.0,0.011523080853604288,1998.0,7.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2006,13,52,7440.0,14120.0,173934.0,170875.0,2069.0,14.959,1491.0,10.78,32127.0,16678.0,15449.0,9.76,18.802,26100.0,12735.0,13365.0,7.453,15.274,6027.0,3.527,30.549,530.0,535.0,2289.0,13555.0,13837.5,True,14.952122854561878,10.775067750677508,34.075786393562545,1.0,0.011523080853604288,1998.0,8.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2007,13,52,7582.0,14585.0,176963.0,176404.0,2120.0,14.756,1685.0,11.728,34130.0,12638.0,21492.0,7.164,19.348,33205.0,13741.0,19464.0,7.79,18.823,925.0,0.524,37.647,620.0,694.0,2768.0,14120.0,14352.5,True,14.770945828252918,11.740114962550079,38.170903154123486,1.0,0.011523080853604288,1998.0,9.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2008,13,52,7319.0,14590.0,176633.0,176538.0,1851.0,12.694,1834.0,12.578,32528.0,16449.0,16079.0,9.318,18.426,31708.0,14970.0,16738.0,8.48,17.961,820.0,0.464,35.922,822.0,848.0,4793.0,14585.0,14587.5,True,12.688946015424166,12.572407883461867,36.38650035686368,1.0,0.011523080853604288,1998.0,10.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2009,13,52,6953.0,14139.0,167002.0,172080.0,1362.0,9.467,1859.0,12.921,24856.0,9719.0,15137.0,5.648,14.444,34940.0,16512.0,18428.0,9.596,20.305,-10084.0,-5.86,28.889,839.0,871.0,4529.0,14590.0,14364.5,True,9.48170837829371,12.941626927494864,34.7489539748954,1.0,0.011523080853604288,1998.0,11.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2010,13,52,6811.0,13765.0,162242.0,165809.0,1410.0,10.106,1785.0,12.793,22034.0,8665.0,13369.0,5.226,13.289,28810.0,11436.0,17374.0,6.897,17.375,-6776.0,-4.087,26.578,614.0,666.0,2710.0,14139.0,13952.0,True,10.106077981651376,12.793864678899084,30.664197962716138,1.0,0.011523080853604288,1998.0,12.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2011,13,52,6758.0,13483.0,159568.0,160858.0,1266.0,9.294,1543.0,11.328,22083.0,8896.0,13187.0,5.53,13.728,24638.0,8127.0,16511.0,5.052,15.317,-2555.0,-1.588,27.457,516.0,560.0,2167.0,13765.0,13624.0,True,9.292425132119789,11.325601879036993,29.044871874572603,1.0,0.011523080853604288,1998.0,13.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2012,13,52,6741.0,13566.0,160368.0,160133.0,1330.0,9.833,1251.0,9.249,22887.0,8945.0,13942.0,5.586,14.292,22398.0,7721.0,14677.0,4.822,13.987,489.0,0.305,27.974,451.0,468.0,1785.0,13483.0,13524.5,True,9.834004953972421,9.249879847683832,28.279617567896686,1.0,0.011523080853604288,1998.0,14.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2013,13,52,6838.0,13495.0,163819.0,161799.0,1148.0,8.487,1210.0,8.946,21714.0,6474.0,15240.0,4.001,13.42,17750.0,6227.0,11523.0,3.849,10.97,3964.0,2.45,21.941,415.0,430.0,1135.0,13566.0,13530.5,True,8.484534939580946,8.94275895199734,24.39075643236361,1.0,0.011523080853604288,1998.0,15.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2014,13,52,6926.0,13786.0,167983.0,165815.0,1398.0,10.25,1105.0,8.101,24563.0,6977.0,17586.0,4.208,14.813,20099.0,5785.0,14314.0,3.489,12.121,4464.0,2.692,24.243,434.0,464.0,1817.0,13495.0,13640.5,True,10.248891169678531,8.10087606759283,26.934837017157676,1.0,0.011523080853604288,1998.0,16.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
2015,13,52,6978.0,13741.0,172945.0,171486.0,1254.0,9.109,1305.0,9.48,23364.0,7619.0,15745.0,4.443,13.624,20658.0,8307.0,12351.0,4.844,12.046,2706.0,1.578,24.093,449.0,457.0,1757.0,13786.0,13763.5,True,9.111054600937262,9.4815998837505,25.67090024841678,1.0,0.011523080853604288,1998.0,17.0,1.0,1.0,0.0,0.011523080853604288,0.0,0.011523080853604288,0.0
1990,13,53,4655.0,5408.0,42053.0,40849.0,958.0,17.938,823.0,15.411,11115.0,5605.0,5510.0,13.721,27.21,8689.0,3493.0,5196.0,8.551,21.271,2426.0,5.939,42.543,625.0,630.0,2481.0,5253.0,5330.5,True,17.97204765031423,15.439452208986024,48.48099096673113,0.0,0.0007357810034061719,1998.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,13,53,4502.0,5413.0,41093.0,40893.0,946.0,17.623,856.0,15.946,10572.0,6157.0,4415.0,15.057,25.853,10313.0,4355.0,5958.0,10.65,25.22,259.0,0.633,50.44,626.0,643.0,2823.0,5408.0,5410.5,True,17.484520839109138,15.821088623971907,51.0723106644169,0.0,0.0007357810034061719,1998.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,13,53,4494.0,5358.0,43383.0,42661.0,763.0,14.158,825.0,15.309,10668.0,4195.0,6473.0,9.833,25.006,9116.0,3531.0,5585.0,8.277,21.368,1552.0,3.638,42.737,529.0,579.0,2332.0,5413.0,5385.5,True,14.167672453811159,15.318911893046142,46.37490916762383,0.0,0.0007357810034061719,1998.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,13,53,4648.0,5475.0,42686.0,43021.0,760.0,14.018,653.0,12.045,10450.0,3629.0,6821.0,8.435,24.29,11197.0,5611.0,5586.0,13.042,26.027,-747.0,-1.736,48.581,448.0,464.0,2687.0,5358.0,5416.5,True,14.031200960029539,12.055755561709592,50.31728690639456,0.0,0.0007357810034061719,1998.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,13,53,4794.0,5794.0,47522.0,45147.0,953.0,16.875,660.0,11.687,13881.0,7773.0,6108.0,17.217,30.746,9341.0,3572.0,5769.0,7.912,20.69,4540.0,10.056,41.38,493.0,502.0,2860.0,5475.0,5634.5,True,16.9136569349543,11.713550448132045,51.43641880966621,0.0,0.0007357810034061719,1998.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,13,53,4970.0,6144.0,48826.0,47999.0,999.0,16.729,654.0,10.952,11665.0,6238.0,5427.0,12.996,24.303,9857.0,3737.0,6120.0,7.786,20.536,1808.0,3.767,41.072,464.0,474.0,2402.0,5794.0,5969.0,True,16.736471770815882,10.956609147260847,44.838434134044455,0.0,0.0007357810034061719,1998.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,13,53,5156.0,6455.0,48452.0,48305.0,1034.0,16.419,719.0,11.417,11749.0,5215.0,6534.0,10.796,24.323,11346.0,4441.0,6905.0,9.194,23.488,403.0,0.834,46.977,508.0,518.0,3275.0,6144.0,6299.5,True,16.4140011111993,11.413604254305898,47.810785632957256,0.0,0.0007357810034061719,1998.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,13,53,5292.0,6782.0,49551.0,48979.0,1069.0,16.034,839.0,12.584,12069.0,4813.0,7256.0,9.827,24.641,10748.0,5697.0,5051.0,11.632,21.944,1321.0,2.697,43.889,593.0,615.0,4056.0,6455.0,6618.5,True,16.1516960036262,12.67658835083478,46.58527123869413,0.0,0.0007357810034061719,1998.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,13,53,5433.0,7013.0,51566.0,51154.0,1084.0,15.673,891.0,12.882,12585.0,5207.0,7378.0,10.179,24.602,11690.0,6530.0,5160.0,12.765,22.853,895.0,1.75,45.705,534.0,586.0,3382.0,6782.0,6897.5,True,15.715839072127583,12.917723812975716,47.45474449700903,1.0,0.0007357810034061719,1998.0,0.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
1999,13,53,5573.0,7420.0,53476.0,52572.0,1185.0,16.374,819.0,11.317,12376.0,6077.0,6299.0,11.559,23.541,10589.0,5201.0,5388.0,9.893,20.142,1787.0,3.399,40.284,518.0,548.0,2939.0,7013.0,7216.5,True,16.420702556641032,11.34899189357722,43.68294909837937,1.0,0.0007357810034061719,1998.0,1.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2000,13,53,5648.0,7618.0,57856.0,55944.0,1081.0,14.377,883.0,11.744,13427.0,5088.0,8339.0,9.095,24.001,9562.0,4423.0,5139.0,7.906,17.092,3865.0,6.909,34.184,570.0,586.0,2310.0,7420.0,7519.0,True,14.37691182338077,11.743582923261071,41.0928785928786,1.0,0.0007357810034061719,1998.0,2.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2001,13,53,5776.0,7751.0,59329.0,58686.0,1186.0,15.426,1061.0,13.8,13243.0,6313.0,6930.0,10.757,22.566,12172.0,5440.0,6732.0,9.27,20.741,1071.0,1.825,41.482,567.0,634.0,2774.0,7618.0,7684.5,True,15.4336651701477,13.807014119331122,43.30675118426882,1.0,0.0007357810034061719,1998.0,3.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2002,13,53,6026.0,8185.0,59114.0,59975.0,1237.0,15.392,940.0,11.697,12224.0,5415.0,6809.0,9.029,20.382,13863.0,5984.0,7879.0,9.978,23.115,-1639.0,-2.733,40.764,546.0,553.0,3240.0,7751.0,7968.0,True,15.524598393574296,11.79718875502008,43.49645685702376,1.0,0.0007357810034061719,1998.0,4.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2003,13,53,6237.0,8332.0,60170.0,59509.0,1214.0,14.707,1059.0,12.829,13264.0,6309.0,6955.0,10.602,22.289,11969.0,4522.0,7447.0,7.599,20.113,1295.0,2.176,40.226,641.0,679.0,2168.0,8185.0,8258.5,True,14.700006054368226,12.823151904098806,42.40198961501622,1.0,0.0007357810034061719,1998.0,5.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2004,13,53,6544.0,8737.0,61083.0,60268.0,1406.0,16.542,931.0,10.954,12662.0,6031.0,6631.0,10.007,21.009,10903.0,4542.0,6361.0,7.536,18.091,1759.0,2.919,36.182,552.0,563.0,1744.0,8332.0,8534.5,True,16.47431015290878,10.90866483098014,39.10035176212915,1.0,0.0007357810034061719,1998.0,6.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2005,13,53,6919.0,9295.0,63071.0,62393.0,1592.0,17.662,1029.0,11.416,12761.0,7268.0,5493.0,11.649,20.453,11618.0,4469.0,7149.0,7.163,18.621,1143.0,1.832,37.242,619.0,650.0,2173.0,8737.0,9016.0,True,17.657497781721386,11.41304347826087,39.073293478435076,1.0,0.0007357810034061719,1998.0,7.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2006,13,53,7412.0,9987.0,66494.0,64679.0,1867.0,19.387,1153.0,11.973,15171.0,8551.0,6620.0,13.221,23.456,11431.0,5080.0,6351.0,7.854,17.673,3740.0,5.782,35.347,740.0,754.0,2817.0,9295.0,9641.0,True,19.365211077689036,11.95934031739446,41.12926916000556,1.0,0.0007357810034061719,1998.0,8.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2007,13,53,7677.0,10506.0,65190.0,65349.0,2028.0,19.819,1481.0,14.473,14032.0,7154.0,6878.0,10.947,21.472,14465.0,5932.0,8533.0,9.077,22.135,-433.0,-0.663,42.945,913.0,928.0,2981.0,9987.0,10246.5,True,19.792124139950225,14.453715902991265,43.60740026626268,1.0,0.0007357810034061719,1998.0,9.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2008,13,53,7103.0,9866.0,62982.0,63831.0,1361.0,13.369,1990.0,19.547,11477.0,4608.0,6869.0,7.219,17.98,13069.0,6577.0,6492.0,10.304,20.475,-1592.0,-2.494,35.961,1218.0,1235.0,3145.0,10506.0,10186.0,True,13.36147653642254,19.536618888670723,38.454669361282136,1.0,0.0007357810034061719,1998.0,10.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2009,13,53,6317.0,9102.0,60365.0,62112.0,1194.0,12.575,1980.0,20.853,10622.0,5670.0,4952.0,9.129,17.101,14326.0,6060.0,8266.0,9.757,23.065,-3704.0,-5.963,34.203,1153.0,1175.0,2952.0,9866.0,9484.0,True,12.589624630957402,20.87726697595951,40.166151468315306,1.0,0.0007357810034061719,1998.0,11.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2010,13,53,6127.0,8864.0,54781.0,57087.0,1155.0,12.867,1380.0,15.373,7570.0,3775.0,3795.0,6.613,13.26,12124.0,5358.0,6766.0,9.386,21.238,-4554.0,-7.977,26.521,785.0,796.0,2805.0,9102.0,8983.0,True,12.857619948792163,15.362351107647779,34.49822201201675,1.0,0.0007357810034061719,1998.0,12.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2011,13,53,5949.0,8586.0,53087.0,54205.0,1127.0,12.935,1381.0,15.85,8680.0,4638.0,4042.0,8.556,16.013,10950.0,5717.0,5233.0,10.547,20.201,-2270.0,-4.188,32.027,701.0,823.0,2893.0,8864.0,8725.0,True,12.916905444126076,15.82808022922636,36.21437136795498,1.0,0.0007357810034061719,1998.0,13.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2012,13,53,6051.0,8639.0,54925.0,53948.0,1324.0,15.361,1284.0,14.897,12539.0,5958.0,6581.0,11.044,23.243,10247.0,4447.0,5800.0,8.243,18.994,2292.0,4.249,37.989,580.0,592.0,1493.0,8586.0,8612.5,True,15.37300435413643,14.908563134978229,42.23696893304664,1.0,0.0007357810034061719,1998.0,14.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2013,13,53,6166.0,8692.0,56254.0,55331.0,1138.0,13.162,1046.0,12.098,10287.0,4085.0,6202.0,7.383,18.592,8371.0,3849.0,4522.0,6.956,15.129,1916.0,3.463,30.258,505.0,518.0,1753.0,8639.0,8665.5,True,13.132537072298195,12.0708556921124,33.72069906562325,1.0,0.0007357810034061719,1998.0,15.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2014,13,53,6408.0,8962.0,57144.0,56700.0,1273.0,14.406,1022.0,11.566,9903.0,4091.0,5812.0,7.215,17.466,9069.0,4225.0,4844.0,7.451,15.995,834.0,1.471,31.989,496.0,518.0,1848.0,8692.0,8827.0,True,14.42166081341339,11.578112609040444,33.46031746031746,1.0,0.0007357810034061719,1998.0,16.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
2015,13,53,6684.0,9239.0,58851.0,57920.0,1306.0,14.36,1017.0,11.183,10309.0,4612.0,5697.0,7.963,17.799,8489.0,4487.0,4002.0,7.747,14.657,1820.0,3.142,29.313,512.0,527.0,2532.0,8962.0,9100.5,True,14.350859842865777,11.175210153288281,32.45511049723757,1.0,0.0007357810034061719,1998.0,17.0,1.0,1.0,0.0,0.0007357810034061719,0.0,0.0007357810034061719,0.0
1990,13,54,11002.0,11438.0,106702.0,103513.0,1856.0,16.572,1379.0,12.313,23124.0,8737.0,14387.0,8.441,22.339,16731.0,6390.0,10341.0,6.173,16.163,6393.0,6.176,32.327,1049.0,1054.0,4610.0,10949.0,11193.5,True,16.58105150310448,12.319649796757046,38.50241032527315,0.0,0.22372341432012915,1998.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,13,54,11036.0,11548.0,104311.0,104726.0,1829.0,16.019,1569.0,13.741,21018.0,9480.0,11538.0,9.052,20.07,21811.0,8867.0,12944.0,8.467,20.827,-793.0,-0.757,40.139,1198.0,1202.0,6026.0,11438.0,11493.0,True,15.914034629774646,13.651788044896893,40.89624353073735,0.0,0.22372341432012915,1998.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,13,54,11554.0,12074.0,105321.0,104104.0,1919.0,16.237,1408.0,11.914,21488.0,8250.0,13238.0,7.925,20.641,19224.0,7484.0,11740.0,7.189,18.466,2264.0,2.175,36.932,992.0,992.0,5025.0,11548.0,11811.0,True,16.247565828464992,11.921090508847684,39.10704679935449,0.0,0.22372341432012915,1998.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,13,54,12229.0,12722.0,113988.0,110463.0,2024.0,16.313,1395.0,11.243,25467.0,9574.0,15893.0,8.667,23.055,18504.0,6450.0,12054.0,5.839,16.751,6963.0,6.303,33.503,981.0,1028.0,4586.0,12074.0,12398.0,True,16.325213744152283,11.251814808840136,39.80608891665082,0.0,0.22372341432012915,1998.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,13,54,12916.0,13426.0,117511.0,115029.0,2088.0,15.968,1389.0,10.622,24044.0,8098.0,15946.0,7.04,20.903,18992.0,7473.0,11519.0,6.497,16.511,5052.0,4.392,33.021,1010.0,1016.0,4642.0,12722.0,13074.0,True,15.970628728774667,10.62413951353832,37.41317406914778,0.0,0.22372341432012915,1998.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,13,54,13730.0,14282.0,126735.0,122319.0,2307.0,16.651,1453.0,10.487,27624.0,10967.0,16657.0,8.966,22.584,18843.0,6722.0,12121.0,5.495,15.405,8781.0,7.179,30.81,1069.0,1080.0,4713.0,13426.0,13854.0,True,16.65223040277176,10.487945719647755,37.98837465970127,0.0,0.22372341432012915,1998.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,13,54,14414.0,15035.0,137651.0,132419.0,2330.0,15.907,1556.0,10.623,29754.0,11043.0,18711.0,8.339,22.47,19302.0,7304.0,11998.0,5.516,14.577,10452.0,7.893,29.153,1126.0,1132.0,5433.0,14282.0,14658.5,True,15.895214380734727,10.615001534945595,37.04604324152878,0.0,0.22372341432012915,1998.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,13,54,15191.0,15850.0,142686.0,139220.0,2685.0,17.416,1818.0,11.793,32490.0,11300.0,21190.0,8.117,23.337,25716.0,12822.0,12894.0,9.21,18.472,6774.0,4.866,36.943,1321.0,1323.0,8080.0,15035.0,15442.5,True,17.387081107333657,11.772705196697427,41.80864818273237,0.0,0.22372341432012915,1998.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,13,54,16246.0,17006.0,168983.0,156778.0,2947.0,17.897,1868.0,11.344,45618.0,19287.0,26331.0,12.302,29.097,21054.0,8230.0,12824.0,5.249,13.429,24564.0,15.668,26.858,1275.0,1278.0,5888.0,15850.0,16428.0,True,17.938884830776722,11.37083028974921,42.52637487402569,1.0,0.22372341432012915,1998.0,0.0,1.0,1.0,0.0,0.22372341432012915,0.0,0.22372341432012915,0.0
1999,13,54,17048.0,17904.0,187003.0,178331.0,2870.0,16.421,2017.0,11.541,45701.0,17879.0,27822.0,10.026,25.627,28246.0,13270.0,14976.0,7.441,15.839,17455.0,9.788,31.678,1408.0,1419.0,8234.0,17006.0,17455.0,True,16.442280148954456,11.555428244056145,41.466150024392846,1.0,0.22372341432012915,1998.0,1.0,1.0,1.0,0.0,0.22372341432012915,0.0,0.22372341432012915,0.0
